1,2,3,4,5,6,7,8,9,10
C,北京·海淀区·西北旺,13-20K,1-3年,本科,中电金信,计算机软件,Oracle SQL Server 银行 MySQL Linux C,五险一金，补充医疗保险,/job_detail/86bc33d7a87aed211nVy3ti4FVNX.html
C,北京·海淀区·上地,18-35K,经验不限,本科,天融信,信息安全,C语言 Linux 网络协议 计算机软件 网络安全,带薪病假5天，补充医疗保险，春节11天假，五险一金，年终奖，带薪年假，餐补，股票期权，交通补助，定期体检，通讯补贴，节日福利,/job_detail/a0afac502a4f012d0nN52ti5FFo~.html
C,北京·海淀区·西北旺,12-17K,1-3年,本科,启明星辰,信息安全,数据结构 Linux MySQL,全勤奖，交通补助，员工旅游，通讯补贴，带薪年假，年终奖，加班补助，五险一金，定期体检，餐补，节日福利，补充医疗保险,/job_detail/439c27854aab38b21nBy0966FVpV.html
C,北京·朝阳区·世贸天阶,12-24K,3-5年,本科,龙盈智达,互联网金融,MySQL Oracle 银行 支付 Socket技术 Linux,补充医疗保险，加班补助，定期体检，带薪年假，五险一金，节日福利,/job_detail/89bdcd8dd9fef1ae1nBy2ty8EVNX.html
C,北京·海淀区·西北旺,25-50K·15薪,5-10年,本科,太一星晨,通信/网络设备,嵌入式技术 Linux 网络安全 网络协议 网络编程,带薪年假，节日福利，年终奖，定期体检，员工旅游，补充医疗保险，餐补，五险一金，零食下午茶，免费班车,/job_detail/11bc6586c5f645353nN42Nu_E1c~.html
C,北京,14-28K,3-5年,本科,北京创原,信息安全,日语 网络协议 网络编程 数据结构,包吃，五险一金，带薪年假，节日福利，零食下午茶，餐补,/job_detail/85b0ffc1c1cf8fc91XV-3Nq_GFtV.html
C,北京·丰台区·科技园区,8-13K,1-3年,本科,新晨科技,通信/网络设备,C++ SQL Oracle MySQL,年终奖，定期体检，五险一金，补充医疗保险，员工旅游，节日福利，带薪年假，餐补,/job_detail/d0322634b08814590n142t29E1M~.html
c,北京,12-20K·14薪,3-5年,大专,江南天安,信息安全,Linux,餐补，定期体检，补充医疗保险，交通补助，通讯补贴，年终奖，五险一金,/job_detail/68c0f09e37affae01XV92d67FlpT.html
C,北京·东城区·安定门,20-40K,经验不限,本科,中国民生银行,银行,网络编程 Socket技术 多进程 软件工程师 Unix,补充医疗保险，餐补，周末双休，通讯补贴，定期体检，年终奖，五险一金，员工旅游，带薪年假，节日福利，零食下午茶,/job_detail/bc7e47a0da71b95b1nF629W4FVJW.html
Linux C,北京·通州区·北关,15-30K,经验不限,本科,网测科技,计算机软件,Linux 网络协议 音视频编解码 数据结构,五险一金，年终奖，加班补助，带薪年假,/job_detail/98ecc0c5ead0ca371n1y09W-FVRX.html
C,北京·海淀区·学院路,20-30K·13薪,3-5年,本科,未来智安,信息安全,网络协议 网络编程 多线程 多进程 虚拟机技术,餐补，员工旅游，补充医疗保险，股票期权，节日福利，年终奖，零食下午茶，定期体检，五险一金，带薪年假,/job_detail/c92b9b9901f862371XR82ti4FFpX.html
LINUX C,北京·海淀区·上地,12-14K,1-3年,本科,润泽,互联网,Python Shell SQL 网络交换技术 Socket技术,通讯补贴，全勤奖，餐补，交通补助，加班补助，节日福利，员工旅游，五险一金，零食下午茶，带薪年假,/job_detail/391d2e1b7beb65281XV729S_EVBX.html
C,北京·西城区·陶然亭,11-20K,经验不限,本科,信安世纪,计算机软件,C语言 Linux 密码算法 Socket技术,餐补，年终奖，补充医疗保险，带薪年假，员工旅游，通讯补贴，定期体检，五险一金，股票期权，节日福利，加班补助，交通补助,/job_detail/c9c2c3aad6b6814a0XZ8096-EFY~.html
C,北京·海淀区·航天桥,7-12K,经验不限,本科,苏州奇梦者科技,计算机软件,嵌入式技术 网络编程 Socket技术 多进程,员工旅游，餐补，定期体检，节日福利，年终奖，全勤奖，带薪年假，五险一金,/job_detail/9223acf4772d1c3b1nN609S5EFRV.html
C,北京·朝阳区·亮马桥,16-30K,经验不限,本科,华耀科技,通信/网络设备,网络协议 网络交换技术 Linux Unix 计算机软件,员工旅游，餐补，定期体检，节日福利，补充医疗保险，零食下午茶，带薪年假，五险一金，通讯补贴，年终奖,/job_detail/3055757f9c9f7b401nZy09y9EFpY.html
C,北京·朝阳区·望京,20-30K,1-3年,本科,卫达信息,信息安全,数据结构 架构师 Linux,全勤奖，节日福利，员工旅游，带薪年假，五险一金,/job_detail/3a5c65f60555cca51XV93du6GVdT.html
C,北京·朝阳区·朝青,13-19K,3-5年,本科,金锐,银行,Linux Oracle,餐补，带薪年假，定期体检，年终奖，交通补助，补充医疗保险，五险一金，节日福利,/job_detail/1671d99037c4a06a1XR_3ty8FlBT.html
C,北京·海淀区·西北旺,13-26K·14薪,3-5年,本科,新华三技术有限公司,计算机软件,Socket技术 Linux 网络协议 数据结构 多线程,通讯补贴，员工旅游，加班补助，带薪年假，定期体检，节日福利，年终奖，五险一金，餐补，免费班车，补充医疗保险，零食下午茶，交通补助,/job_detail/a2cf7b4bb428502c1nN73t29FFpW.html
job_name,job_area,money,experience,education,company,info,tags,desc,href
【校招】Linux C 研发工程师--北京(J10197),北京·海淀区·西二旗,8-13K,在校/应届,本科,启明星辰,信息安全,网络协议 数据结构,节日福利，餐补，年终奖，员工旅游，通讯补贴，定期体检，五险一金，带薪年假，加班补助，交通补助，全勤奖，补充医疗保险,/job_detail/bff94c64a0bf0e9d1nNz2dm5FVtU.html
C,北京·海淀区·西北旺,20-40K,经验不限,本科,华为技术有限公司,计算机软件,嵌入式技术 Linux 驱动开发 ARM开发 虚拟机技术,定期体检，补充医疗保险，股票期权，带薪年假，通讯补贴，五险一金，离职补偿，零食下午茶，加班补助，住房补贴，餐补，年终奖，交通补助，免费班车，节日福利，员工旅游，全勤奖,/job_detail/a0cce2a08570d5e81nFy0968FlpQ.html
C,北京·海淀区·中关村,15-30K·13薪,3-5年,本科,中科全安,信息安全,C/C++ Linux 网络编程 网络安全,定期体检，加班补助，五险一金，年终奖，节日福利，带薪年假,/job_detail/22e2c6f899cf774a1nd62dS5E1RW.html
C,北京·海淀区·西北旺,14-22K,1-3年,本科,中电金信,计算机软件,银行核心C,补充医疗保险，五险一金,/job_detail/264e4aa679050dcc1XV53ty7EVRY.html
C,北京·海淀区·上地,25-45K,经验不限,本科,百度,互联网,网络协议 网络交换技术 网络安全 云计算 Linux,补充医疗保险，交通补助，带薪年假，五险一金，免费班车，节日福利，餐补，员工旅游，年终奖，加班补助，零食下午茶，娱乐健身，定期体检，住房补贴，通讯补贴,/job_detail/bcaa0a318772d24e1nR82dy1FldS.html
Linux c,北京·海淀区·上地,10-15K,1-3年,学历不限,ACK,信息安全,Linux QT C,五险一金，定期体检，员工旅游，年终奖，通讯补贴，带薪年假,/job_detail/578fa8141b1f3a561nN82921ElBT.html
C,北京·海淀区·西二旗,15-25K,1-3年,本科,启明星辰,信息安全,网络协议 算法基础 多线程 Linux 服务器端开发,五险一金，交通补助，带薪年假，员工旅游，年终奖，补充医疗保险，全勤奖，定期体检，餐补，加班补助，节日福利，通讯补贴,/job_detail/563ca9318d379c371nx939y6F1RY.html
C,北京·海淀区·西北旺,30-50K·15薪,10年以上,本科,太一星晨,通信/网络设备,Linux 嵌入式技术 网络交换技术 负载均衡 防火墙,节日福利，餐补，五险一金，定期体检，带薪年假，员工旅游，免费班车，零食下午茶，年终奖，补充医疗保险,/job_detail/f7dbd63eac435a851XR60t25EVBR.html
C,北京·海淀区·西北旺,20-30K·14薪,1-3年,本科,华为,计算机软件,Shell 嵌入式技术 网络协议 数据结构 架构师,股票期权，补充医疗保险，节日福利，五险一金，加班补助，零食下午茶，定期体检，年终奖，餐补，员工旅游,/job_detail/f1627fcf36b49da11XR53NS1E1VW.html
C,北京·海淀区·西北旺,20-40K,经验不限,本科,华为技术有限公司,计算机软件,网络协议,带薪年假，年终奖，零食下午茶，定期体检，通讯补贴，补充医疗保险，五险一金，节日福利，员工旅游，加班补助，全勤奖，免费班车，股票期权，住房补贴，餐补，离职补偿，交通补助,/job_detail/07bfb79feb2e61a01n1z3N64ElNU.html
C,北京·海淀区·上地,13-26K,经验不限,本科,天融信,信息安全,C语言 Shell Linux 网络协议 软件工程师,餐补，年终奖，补充医疗保险，节日福利，通讯补贴，带薪病假5天，五险一金，春节11天假，股票期权，定期体检，交通补助，带薪年假,/job_detail/41bcedd1b24dafae0nN529W8GFA~.html
C,北京·海淀区·五棵松,11-22K·14薪,3-5年,本科,中国航天科工,其他行业,架构师 网络安全 C++ C语言 Linux 网络协议,员工旅游，带薪年假，全勤奖，餐补，五险一金，通讯补贴，年终奖，交通补助，六险二金，定期体检，节日福利，劳保福利，高温补贴,/job_detail/eef5696d13dc65f70HZ809-_Elo~.html
C,北京·朝阳区·望京,18-35K·16薪,1-3年,本科,大禹,计算机硬件,Linux C语言 网络协议 虚拟机技术,带薪年假，股票期权，五险一金，定期体检，员工旅游，节日福利，零食下午茶，补充医疗保险,/job_detail/5d42cb813934634a1nx53d64FlZR.html
C,北京·海淀区·西北旺,15-30K·15薪,1-3年,本科,太一星晨,通信/网络设备,嵌入式技术 网络安全 Linux 网络编程 网络协议,带薪年假，餐补，定期体检，补充医疗保险，零食下午茶，员工旅游，五险一金，年终奖，节日福利，免费班车,/job_detail/bc99445d015476f433B92NW-Flo~.html
C,北京·海淀区·西北旺,35-60K·15薪,10年以上,本科,太一星晨,通信/网络设备,Linux 嵌入式技术 防火墙 负载均衡 netfilter,带薪年假，五险一金，定期体检，节日福利，补充医疗保险，员工旅游，免费班车，餐补，零食下午茶，年终奖,/job_detail/86caaa4db9041d031n1_3dm-GVtZ.html
C,北京·朝阳区·朝阳大悦城,11-20K,3-5年,本科,宇信科技,计算机软件,Python Shell Linux,餐补，节日福利，五险一金，司龄福利假期，定期体检，带薪年假，通讯补贴，免费班车，年终奖，补充医疗保险,/job_detail/9504f2b571b911121nF_2Nu0FFJW.html
C,北京·丰台区·科技园区,10-15K·13薪,3-5年,本科,交控科技,计算机软件,C语言 C++,带薪年假，食堂，五险一金，健身房，节日福利，补充医疗保险，交通补助，餐补，年终奖，员工旅游，通讯补贴，零食下午茶，工作居住证，公租房，定期体检,/job_detail/2c4bfbd8245a24640nF839-0FFU~.html
C,北京·丰台区·科技园区,15-25K·13薪,3-5年,大专,爱快路由,互联网,Socket技术 网络协议 Qt,补充医疗保险，年终奖，五险一金，定期体检，零食下午茶，带薪年假，节日福利，全勤奖,/job_detail/fb255f83ca02e2b21n160tq_FFVU.html
C-北京,北京·朝阳区·姚家园,11-22K,3-5年,本科,金锐,银行,Java C语言 银行,交通补助，补充医疗保险，五险一金，餐补，年终奖，节日福利，定期体检，带薪年假,/job_detail/3b2f409734e82c8b0XZ-2d6_FlM~.html
C,北京·海淀区·五棵松,20-25K,1-3年,硕士,中国航天科工,其他行业,分布式技术 Shell Linux 软件工程师 后端开发,高温补贴，节日福利，交通补助，全勤奖，六险二金，员工旅游，定期体检，五险一金，劳保福利，通讯补贴，带薪年假，年终奖，餐补,/job_detail/8a51fcd9874717d91nZy2t6_E1pX.html
C,北京·海淀区·海淀北部新区,16-30K·16薪,经验不限,本科,华为,计算机软件,C/C++ Linux 通信 Python 网络协议,定期体检，五险一金，补充医疗保险，节日福利，年终奖，零食下午茶，餐补，股票期权，员工旅游，加班补助,/job_detail/6b881d159b67996d1HF82tu8F1s~.html
Linux C,北京·海淀区·上地,20-30K·16薪,3-5年,本科,天融信,信息安全,网络编程 数据结构 Linux,定期体检，节日福利，年终奖，春节11天假，带薪年假，带薪病假5天，五险一金，交通补助，餐补，补充医疗保险，通讯补贴，股票期权,/job_detail/d77233695df9a4b51XV73tS-FVFS.html
C,北京·大兴区·郁花园,14-18K,1-3年,本科,金锐,银行,高级软件工程师 后端开发,交通补助，定期体检，补充医疗保险，带薪年假，节日福利，年终奖，五险一金，餐补,/job_detail/520277ef9187342e1XR42ty0GFdQ.html
C/C++,北京·朝阳区·来广营,20-40K,3-5年,本科,人大金仓,计算机软件,数据库 C/C++ 文件管理系统 分布式技术,带薪年假，交通补助，年终奖，通讯补贴，零食下午茶，节日福利，餐补，五险一金，定期体检，补充医疗保险,/job_detail/174c06c67051696d1nZ_2dy0F1E~.html
C开发,北京·海淀区·马连洼,11-16K·13薪,1-3年,本科,紫光云数,计算机软件,网络协议,交通补助，年终奖，免费班车，带薪年假，加班补助，节日福利，零食下午茶，定期体检，通讯补贴，餐补，五险一金,/job_detail/f06840bb6aa01a2c1nN-0ty4GVFQ.html
C＋＋开发,北京·海淀区·西北旺,20-40K,经验不限,本科,华为,计算机软件,网络协议 分布式技术 高级软件工程师 容器技术,年终奖，定期体检，加班补助，补充医疗保险，节日福利，餐补，五险一金，零食下午茶，股票期权，员工旅游,/job_detail/d8a1075ee963dbea1nBy09u8FFpU.html
C开发,北京·朝阳区·高碑店,8-13K,1-3年,大专,宇信科技,计算机软件,Python 数据结构 网络编程 Linux C#,五险一金，定期体检，司龄福利假期，餐补，节日福利，免费班车，带薪年假，补充医疗保险，年终奖，通讯补贴,/job_detail/0ad5507a36f483601nF_3d-6FVJQ.html
C，C++,北京·海淀区·西北旺,20-40K,1-3年,本科,华为,计算机软件,Linux Shell 软件工程师 后端开发,餐补，员工旅游，股票期权，节日福利，五险一金，定期体检，补充医疗保险，年终奖，零食下午茶，加班补助,/job_detail/f048f82cc57e50ea1nVz39S9EFRZ.html
C,北京·海淀区·上地,10-15K,1-3年,本科,天融信,信息安全,网络协议 Linux Python C++ 数据库开发,带薪病假5天，节日福利，年终奖，五险一金，餐补，春节11天假，带薪年假，定期体检，交通补助，通讯补贴，股票期权，补充医疗保险,/job_detail/1d5d30c32d8ea68a33Nz2tq9F1U~.html
C,北京·海淀区·西北旺,16-26K·14薪,1-3年,本科,新华三技术有限公司,计算机软件,嵌入式技术 Linux 网络协议 软件工程师 英语,补充医疗保险，带薪年假，交通补助，免费班车，年终奖，零食下午茶，餐补，员工旅游，通讯补贴，加班补助，节日福利，定期体检，五险一金,/job_detail/e4305b638d98ef871nJ72ty0ElNZ.html
C/C++,北京,15-30K·13薪,经验不限,本科,中科全安,信息安全,Python Shell 网络协议 数据结构 Linux,年终奖，加班补助，五险一金，带薪年假，定期体检，节日福利,/job_detail/b6f68e584a7f46c61nd62dS-F1BQ.html
C＋＋工程师,北京·海淀区·上地,20-40K·14薪,3-5年,本科,华为,计算机软件,网络协议 数据结构 多线程,员工旅游，定期体检，五险一金，股票期权，年终奖，餐补，节日福利，加班补助，补充医疗保险，零食下午茶,/job_detail/650e0a74563f19941XV90968GVJR.html
C/C++/python,北京·海淀区·知春路,15-28K,经验不限,硕士,中国科学院软件研究所,计算机软件,Python Linux 嵌入式技术 服务器端开发 linux内核,定期体检，带薪年假，年终奖，节日福利，五险一金,/job_detail/9026c06ab286d2a21nx93tW7GVZX.html
C/C++开发,北京·海淀区·上地,8-11K,1-3年,大专,同方鼎欣,计算机软件,多线程,节日福利，带薪年假，补充医疗保险，五险一金，定期体检，五险一金,/job_detail/074d3325fb2545591XR-2N-5FVRW.html
LINUX C/C++,北京·海淀区·清河,15-25K·13薪,3-5年,本科,华境安技术有限公司,信息安全,C语言 Python Shell 网络协议 多线程,股票期权，餐补，员工旅游，节日福利，五险一金，带薪年假，全勤奖,/job_detail/75efdd98b318fa6c1XVz29-8ElFX.html
C/C++开发工程师,北京·西城区·阜成门,25-35K·15薪,5-10年,本科,云盾智慧,信息安全,网络协议 分布式技术 Linux 驱动开发,交通补助，补充医疗保险，带薪年假，节日福利，五险一金，餐补，年终奖，零食下午茶，定期体检，加班补助,/job_detail/de192f57c26e8d381nx83924GFNR.html
中级研发工程师（C/C++),北京·海淀区·魏公村,11-22K,1-3年,本科,万里红科技有限公司,计算机软件,Linux Python C C++,五险一金，定期体检，交通补助，餐补，带薪年假,/job_detail/5a11072b16bfa5621nZ62dy8F1RW.html
c/c++高级开发工程师,北京·朝阳区·望京,30-50K·13薪,3-5年,本科,闪萌,移动互联网,C++ 输入法 C语言 架构师,股票期权，节日福利，员工旅游，零食下午茶，五险一金，带薪年假，定期体检，补充医疗保险,/job_detail/87592147bf2d4d003n1_3921FFo~.html
Linux C/C++开发,北京·海淀区·上地,30-40K,经验不限,学历不限,中睿天下,信息安全,网络协议 Linux 防火墙 IDS/IPS 安全网关,补充医疗保险，零食下午茶，股票期权，带薪年假，餐补，加班补助，五险一金，全勤奖，节日福利，员工旅游,/job_detail/eadd4e6a6782d45f1nx-2tS0EFBT.html
软件工程师C/C++,北京·海淀区·西北旺,12-22K·16薪,经验不限,硕士,华峰测控,电子/半导体/集成电路,英语 芯片开发 ARM开发 驱动开发 单片机开发,带薪年假，年终奖，天津户口，补充医疗保险，餐补，五险一金，节日福利，出差补贴，定期体检，员工旅游,/job_detail/5b87440602ccbc5c1XV-29m-FlFV.html
linux C 高级工程师,北京·海淀区·上地,18-35K·17薪,5-10年,本科,天融信,信息安全,网络协议 网络交换技术 IPsec SSLVPN IPS,春节11天假，通讯补贴，节日福利，餐补，股票期权，带薪年假，年终奖，带薪病假5天，五险一金，补充医疗保险，定期体检，交通补助,/job_detail/f1bae1febabe6f530HVz2t-8GVs~.html
C/C++开发工程师,北京·海淀区·上地,25-45K·14薪,经验不限,学历不限,安芯网盾,信息安全,数据结构 多线程 Linux Windows 算法基础,员工旅游，节日福利，加班补助，定期体检，通讯补贴，股票期权，带薪年假，包吃，补充医疗保险，五险一金，交通补助，年终奖，餐补，零食下午茶,/job_detail/1f361753602814fe1nJy2dW8ElZS.html
C/C++开发工程师,北京·海淀区·西北旺,16-30K·15薪,经验不限,本科,华为技术有限公司,计算机软件,网络协议 多线程,离职补偿，五险一金，年终奖，餐补，加班补助，交通补助，通讯补贴，股票期权，补充医疗保险，零食下午茶，带薪年假，免费班车，全勤奖，节日福利，员工旅游，住房补贴，定期体检,/job_detail/a7aaab6a5534ddcc1nx93t-5GFtV.html
C开发工程师-安外/顺义0509,北京·顺义区·马坡,16-25K,3-5年,学历不限,亚联信息,移动互联网,C Socket linux C语言,加班补助，餐补，员工旅游，年终奖，定期体检，带薪年假，五险一金，节日福利,/job_detail/e099b0acf84954581XV43ty0EVpZ.html
C/C++高级开发工程师,北京·海淀区·西北旺,25-35K,5-10年,本科,安盟信息,信息安全,Linux 网络协议 网络编程 多进程 软件工程师,五险一金，加班补助，年终奖，节假日加班费，带薪年假，餐补，交通补助，生日福利，免费班车，法定节假日三薪，定期体检，免费工装，节日福利，股票期权，员工旅游，零食下午茶，团建聚餐，通讯补贴,/job_detail/230996a8adbce29b1n1y0tW_FlFT.html
C开发工程师—安外0507,北京·东城区·安定门,13-25K,1-3年,本科,亚联信息,移动互联网,Linux,加班补助，餐补，节日福利，年终奖，员工旅游，五险一金，定期体检，带薪年假,/job_detail/e83951ba53f2ada91XV43ty8FlpQ.html
Linux C 高级研发工程师,北京·海淀区·颐和园,15-29K,3-5年,本科,长扬科技,互联网,网络交换技术 网络协议 数据结构 多线程 Linux,通讯补贴，五险一金，定期体检，餐补，带薪年假,/job_detail/a07761e1a0b684431XV-2ti9EFdW.html
C开发工程师—顺义0496,北京·顺义区·马坡,13-25K,1-3年,本科,亚联信息,移动互联网,Linux,五险一金，节日福利，年终奖，带薪年假，定期体检，员工旅游，加班补助，餐补,/job_detail/c642c14bf89af6191XV73928GFJR.html
C/C++研发工程师,北京·海淀区·紫竹桥,15-20K·13薪,1-3年,本科,中宏立达,计算机软件,Linux Qt C++ C,带薪年假，年终奖，节日福利，五险一金，定期体检，全勤奖，员工旅游,/job_detail/9fc0fcadf5d03d171XZ73t-4FlFZ.html
Linux C/C++开发工程师,北京·海淀区·万柳,16-30K·13薪,1-3年,大专,紫通科技,信息安全,Linux C 嵌入式技术 软件工程师 后端开发 MySQL,定期体检，餐补，补充医疗保险，通讯补贴，零食下午茶，节日福利,/job_detail/ff0c77cd51a4aa071nR83NW6EFFY.html
高级Linux C 开发工程师,北京·丰台区·科技园区,20-40K·13薪,3-5年,大专,爱快路由,互联网,网络协议 服务器配置 Linux TCP/IP VPN,补充医疗保险，五险一金，定期体检，年终奖，带薪年假，零食下午茶，节日福利，全勤奖,/job_detail/658d06da42804ec71n1409W7EFJT.html
C/C++ 软件研发工程师,北京·海淀区·五道口,15-25K·16薪,1-3年,本科,北京普达迪泰,船舶/航空/航天,C C++,五险一金，节日福利，带薪年假，定期体检,/job_detail/49751e95e5db46681XR629S6GVNW.html
C/C++软件开发工程师（北京）,北京·海淀区·中关村,15-30K·14薪,5-10年,本科,大恒图像,计算机软件,C C++,补充医疗保险，五险一金，带薪年假，定期体检，员工旅游，节日福利，年终奖,/job_detail/08eb0d660c4032f61nZ939m6GVpV.html
Linux C/C++ 软件开发,北京,9-14K,1年以内,本科,贺兰云天,通信/网络设备,C++ Shell Linux 网络安全,带薪年假，员工旅游，节日福利，零食下午茶，年终奖，五险一金，定期体检，补充医疗保险，餐补,/job_detail/906f6625018f0a380XN82t6_GVs~.html
高级C/C++开发工程师（通信领域）,北京·丰台区·科技园区,30-50K·14薪,5-10年,本科,阳光凯讯,通信/网络设备,网络协议 网络编程 5G,五险一金，带薪年假，补充医疗保险，定期体检，年终奖，加班补助,/job_detail/9fcb35aa15eeaf871n1_2967ElZR.html
C/C++研发工程师UPF方向-北京,北京·海淀区·知春路,7-12K·16薪,在校/应届,本科,东信北邮,移动互联网,Linux C C++,加班补助，补充医疗保险，交通补助，通讯补贴，餐补，五险一金，生日福利，住房补贴，意外险，年终奖，定期体检，员工旅游，带薪年假，节日福利,/job_detail/c7333882603cdc631nB-3du_GVVX.html
高级软件工程师（C/C++方向）,北京,15-30K·14薪,3-5年,本科,卓讯,信息安全,BPF dpdk 防火墙 网关,补充医疗保险，年终奖，餐补，加班补助，五险一金，带薪年假，节日福利，通讯补贴，定期体检，股票期权，交通补助，员工旅游,/job_detail/d5df42c0b38167281nB-29q6FlZX.html
C/C++系统开发工程师,北京·海淀区·四季青,15-30K·13薪,3-5年,本科,珞安科技,计算机软件,Shell Linux Unix 多线程 Socket技术 多进程,带薪年假，交通补助，补充医疗保险，通讯补贴，零食下午茶，餐补，股票期权，节日福利，定期体检，年终奖,/job_detail/cdcb9539077294ae1XR63Nm6FlVT.html
Linux C 开发工程师,北京·海淀区·颐和园,13-25K,3-5年,本科,长扬科技,互联网,多进程 数据结构 多线程 Linux Linux进程通信,带薪年假，通讯补贴，餐补，定期体检，五险一金,/job_detail/9fb47d59ffef2f9a1XZ-2N67EVtX.html
C/C++开发工程师-OD,北京·海淀区·西北旺,13-26K,经验不限,本科,华为,计算机软件,C++,节日福利，员工旅游，定期体检，补充医疗保险，零食下午茶，加班补助，餐补，股票期权，五险一金，年终奖,/job_detail/b00f8f6c58d379953n193t28F1U~.html
C 数据库内核工程师,北京,25-50K·13薪,3-5年,本科,vmware,计算机软件,C,补充医疗保险，健身费报销，学费报销，股票期权，员工旅游，带薪年假，五险一金，定期体检，零食下午茶,/job_detail/33a3cefe584444981nJy3Nu_F1dT.html
软件教练（重构优化-C方向）19级-21级,北京·海淀区·西北旺,50-80K·18薪,经验不限,学历不限,华为技术有限公司,计算机软件,分布式技术 多进程 Linux C 优化 重构,补充医疗保险，餐补，股票期权，加班补助，零食下午茶，年终奖，通讯补贴，带薪年假，交通补助，节日福利，定期体检，免费班车，离职补偿，全勤奖，住房补贴，五险一金，员工旅游,/job_detail/d71eb0fa3743b4b31XV-2tu0F1FZ.html
C/C++ 开发工程师,北京·海淀区·上地,30-50K,3-5年,本科,国开启科,信息安全,分布式技术 网络协议 多进程 数据结构 架构师,带薪年假，股票期权，通讯补贴，年终奖，定期体检，五险一金，节日福利，零食下午茶，加班补助,/job_detail/47be18cd8457bfbf1XR70tW7GFVZ.html
C/C++高级研发工程师（linux）,北京·西城区·新街口,20-40K,5-10年,本科,中国电信集成,通信/网络设备,网络协议 多线程 分布式技术 流媒体技术 Linux,交通补助，通讯补贴，节日、生日卡，各类礼品卡，带薪年假，专业培训资源，加班补助，五险一金，定期体检，年终奖，员工旅游，补充医疗保险，培训资源丰富，节日福利，交通补助，餐补，5G内部套餐,/job_detail/7daa255f34ac4c2f1nN429W6FFFY.html
C/C++开发工程师,北京·丰台区·科技园区,20-40K·13薪,5-10年,本科,爱快路由,互联网,Linux 多线程 Socket技术 C/C++ golang,年终奖，全勤奖，带薪年假，五险一金，定期体检，补充医疗保险，节日福利，零食下午茶,/job_detail/eb99640adaa8f2e91n143N2_E1VS.html
C/C++/Rust/C#/Python开发工程师,北京·海淀区·上地,20-40K·20薪,经验不限,本科,华为技术有限公司,计算机软件,Python Linux 驱动开发 SQL 软件工程师 C,全勤奖，交通补助，通讯补贴，加班补助，员工旅游，离职补偿，年终奖，股票期权，五险一金，补充医疗保险，带薪年假，定期体检，节日福利，零食下午茶，免费班车，餐补，住房补贴,/job_detail/e78ae68ced20f5b61XR829S5E1BQ.html
